unique_detection_id,emotion,confidence,bbox
74930,neutral,0.6028,"{""x1"": 199, ""y1"": 476, ""x2"": 371, ""y2"": 865}"
74931,happy,0.8824,"{""x1"": 744, ""y1"": 449, ""x2"": 816, ""y2"": 817}"
74932,surprise,0.8111,"{""x1"": 226, ""y1"": 320, ""x2"": 343, ""y2"": 621}"
74933,happy,0.7403,"{""x1"": 213, ""y1"": 454, ""x2"": 347, ""y2"": 786}"
74934,fear,0.7544,"{""x1"": 788, ""y1"": 209, ""x2"": 858, ""y2"": 393}"
74935,neutral,0.891,"{""x1"": 643, ""y1"": 363, ""x2"": 759, ""y2"": 576}"
74936,happy,0.9464,"{""x1"": 173, ""y1"": 371, ""x2"": 324, ""y2"": 604}"
74937,angry,0.9684,"{""x1"": 719, ""y1"": 161, ""x2"": 874, ""y2"": 336}"
74938,happy,0.6903,"{""x1"": 366, ""y1"": 184, ""x2"": 522, ""y2"": 454}"
74939,sad,0.9096,"{""x1"": 141, ""y1"": 104, ""x2"": 255, ""y2"": 349}"
74940,neutral,0.878,"{""x1"": 554, ""y1"": 340, ""x2"": 711, ""y2"": 545}"
74941,happy,0.5705,"{""x1"": 326, ""y1"": 95, ""x2"": 505, ""y2"": 423}"
74942,disgust,0.7142,"{""x1"": 571, ""y1"": 157, ""x2"": 738, ""y2"": 470}"
74943,happy,0.6956,"{""x1"": 641, ""y1"": 227, ""x2"": 813, ""y2"": 433}"
74944,neutral,0.7095,"{""x1"": 465, ""y1"": 195, ""x2"": 541, ""y2"": 501}"
74945,neutral,0.9181,"{""x1"": 370, ""y1"": 459, ""x2"": 454, ""y2"": 633}"
74946,happy,0.9496,"{""x1"": 680, ""y1"": 485, ""x2"": 782, ""y2"": 669}"
74947,neutral,0.6439,"{""x1"": 351, ""y1"": 182, ""x2"": 467, ""y2"": 364}"
74948,disgust,0.6645,"{""x1"": 681, ""y1"": 127, ""x2"": 767, ""y2"": 476}"
74949,happy,0.9827,"{""x1"": 791, ""y1"": 465, ""x2"": 936, ""y2"": 773}"
74950,neutral,0.9577,"{""x1"": 195, ""y1"": 465, ""x2"": 258, ""y2"": 696}"
74951,happy,0.6992,"{""x1"": 483, ""y1"": 161, ""x2"": 596, ""y2"": 338}"
74952,neutral,0.7364,"{""x1"": 308, ""y1"": 220, ""x2"": 393, ""y2"": 515}"
74953,neutral,0.6143,"{""x1"": 419, ""y1"": 349, ""x2"": 584, ""y2"": 682}"
74954,neutral,0.797,"{""x1"": 602, ""y1"": 443, ""x2"": 729, ""y2"": 696}"
74955,happy,0.6527,"{""x1"": 688, ""y1"": 499, ""x2"": 769, ""y2"": 735}"
74956,happy,0.8942,"{""x1"": 688, ""y1"": 271, ""x2"": 790, ""y2"": 664}"
76186,sad,0.7604,"{""x1"": 340, ""y1"": 324, ""x2"": 401, ""y2"": 556}"
76187,neutral,0.9048,"{""x1"": 487, ""y1"": 248, ""x2"": 656, ""y2"": 440}"
76188,neutral,0.9224,"{""x1"": 580, ""y1"": 145, ""x2"": 711, ""y2"": 335}"
76189,neutral,0.7681,"{""x1"": 472, ""y1"": 481, ""x2"": 595, ""y2"": 779}"
76190,sad,0.8801,"{""x1"": 575, ""y1"": 269, ""x2"": 751, ""y2"": 546}"
76191,happy,0.7684,"{""x1"": 293, ""y1"": 460, ""x2"": 375, ""y2"": 635}"
76192,neutral,0.8279,"{""x1"": 178, ""y1"": 323, ""x2"": 255, ""y2"": 703}"
76193,happy,0.8081,"{""x1"": 200, ""y1"": 279, ""x2"": 371, ""y2"": 551}"
76194,neutral,0.5899,"{""x1"": 633, ""y1"": 277, ""x2"": 749, ""y2"": 619}"
76195,neutral,0.8295,"{""x1"": 307, ""y1"": 194, ""x2"": 441, ""y2"": 488}"
76196,angry,0.8575,"{""x1"": 232, ""y1"": 414, ""x2"": 322, ""y2"": 777}"
76197,neutral,0.5951,"{""x1"": 258, ""y1"": 108, ""x2"": 380, ""y2"": 471}"
76198,happy,0.6677,"{""x1"": 716, ""y1"": 330, ""x2"": 796, ""y2"": 657}"
76199,neutral,0.5856,"{""x1"": 785, ""y1"": 321, ""x2"": 870, ""y2"": 535}"
76200,happy,0.8536,"{""x1"": 280, ""y1"": 284, ""x2"": 371, ""y2"": 553}"
76201,neutral,0.6889,"{""x1"": 570, ""y1"": 72, ""x2"": 743, ""y2"": 327}"
76202,neutral,0.8537,"{""x1"": 528, ""y1"": 277, ""x2"": 663, ""y2"": 566}"
76203,neutral,0.5937,"{""x1"": 307, ""y1"": 469, ""x2"": 485, ""y2"": 853}"
76204,neutral,0.57,"{""x1"": 627, ""y1"": 254, ""x2"": 720, ""y2"": 470}"
76205,neutral,0.7358,"{""x1"": 472, ""y1"": 198, ""x2"": 644, ""y2"": 378}"
76206,sad,0.5712,"{""x1"": 229, ""y1"": 456, ""x2"": 336, ""y2"": 764}"
76207,angry,0.8312,"{""x1"": 470, ""y1"": 171, ""x2"": 588, ""y2"": 345}"
76208,neutral,0.6274,"{""x1"": 727, ""y1"": 146, ""x2"": 806, ""y2"": 326}"
76209,surprise,0.9469,"{""x1"": 620, ""y1"": 234, ""x2"": 716, ""y2"": 515}"
76210,neutral,0.7573,"{""x1"": 377, ""y1"": 327, ""x2"": 468, ""y2"": 711}"
76211,sad,0.7114,"{""x1"": 166, ""y1"": 180, ""x2"": 226, ""y2"": 545}"
76212,happy,0.7097,"{""x1"": 64, ""y1"": 365, ""x2"": 191, ""y2"": 574}"
76213,neutral,0.9796,"{""x1"": 663, ""y1"": 101, ""x2"": 744, ""y2"": 256}"
76214,happy,0.7748,"{""x1"": 742, ""y1"": 477, ""x2"": 918, ""y2"": 680}"
76215,sad,0.8898,"{""x1"": 618, ""y1"": 187, ""x2"": 698, ""y2"": 379}"
76216,happy,0.9538,"{""x1"": 719, ""y1"": 51, ""x2"": 850, ""y2"": 234}"
76217,angry,0.6565,"{""x1"": 321, ""y1"": 491, ""x2"": 397, ""y2"": 674}"
76218,neutral,0.8175,"{""x1"": 75, ""y1"": 250, ""x2"": 153, ""y2"": 520}"
76219,happy,0.6981,"{""x1"": 324, ""y1"": 366, ""x2"": 396, ""y2"": 563}"
76220,fear,0.9418,"{""x1"": 787, ""y1"": 69, ""x2"": 945, ""y2"": 294}"
76221,happy,0.7288,"{""x1"": 213, ""y1"": 259, ""x2"": 313, ""y2"": 546}"
76222,sad,0.8002,"{""x1"": 513, ""y1"": 325, ""x2"": 583, ""y2"": 722}"
76223,sad,0.7993,"{""x1"": 485, ""y1"": 437, ""x2"": 598, ""y2"": 681}"
76224,happy,0.9238,"{""x1"": 642, ""y1"": 409, ""x2"": 777, ""y2"": 697}"
76225,neutral,0.7483,"{""x1"": 579, ""y1"": 435, ""x2"": 714, ""y2"": 645}"
76226,sad,0.7319,"{""x1"": 350, ""y1"": 409, ""x2"": 506, ""y2"": 797}"
76227,neutral,0.966,"{""x1"": 463, ""y1"": 245, ""x2"": 534, ""y2"": 567}"
76228,happy,0.8108,"{""x1"": 336, ""y1"": 168, ""x2"": 460, ""y2"": 342}"
76229,neutral,0.8781,"{""x1"": 745, ""y1"": 272, ""x2"": 827, ""y2"": 447}"
76230,neutral,0.9103,"{""x1"": 690, ""y1"": 484, ""x2"": 869, ""y2"": 810}"
76231,fear,0.9281,"{""x1"": 399, ""y1"": 384, ""x2"": 462, ""y2"": 632}"
76232,happy,0.6791,"{""x1"": 402, ""y1"": 447, ""x2"": 554, ""y2"": 799}"
76233,angry,0.6778,"{""x1"": 763, ""y1"": 425, ""x2"": 851, ""y2"": 719}"
76234,angry,0.9862,"{""x1"": 691, ""y1"": 153, ""x2"": 771, ""y2"": 453}"
76235,happy,0.8165,"{""x1"": 602, ""y1"": 436, ""x2"": 668, ""y2"": 754}"
76236,happy,0.9897,"{""x1"": 434, ""y1"": 347, ""x2"": 505, ""y2"": 515}"
76237,neutral,0.7378,"{""x1"": 388, ""y1"": 401, ""x2"": 499, ""y2"": 797}"
76238,neutral,0.9793,"{""x1"": 624, ""y1"": 159, ""x2"": 714, ""y2"": 441}"
76239,angry,0.9399,"{""x1"": 488, ""y1"": 191, ""x2"": 665, ""y2"": 566}"
76240,sad,0.8966,"{""x1"": 153, ""y1"": 219, ""x2"": 265, ""y2"": 596}"
76241,neutral,0.901,"{""x1"": 94, ""y1"": 405, ""x2"": 264, ""y2"": 803}"
76242,sad,0.7642,"{""x1"": 62, ""y1"": 113, ""x2"": 205, ""y2"": 387}"
76243,neutral,0.6185,"{""x1"": 256, ""y1"": 160, ""x2"": 352, ""y2"": 504}"
76244,neutral,0.9406,"{""x1"": 504, ""y1"": 494, ""x2"": 586, ""y2"": 735}"
76245,surprise,0.9823,"{""x1"": 673, ""y1"": 467, ""x2"": 805, ""y2"": 837}"
76246,neutral,0.7307,"{""x1"": 285, ""y1"": 183, ""x2"": 453, ""y2"": 577}"
76247,happy,0.9366,"{""x1"": 81, ""y1"": 332, ""x2"": 180, ""y2"": 616}"
76248,neutral,0.6838,"{""x1"": 402, ""y1"": 200, ""x2"": 510, ""y2"": 470}"
76249,neutral,0.9279,"{""x1"": 610, ""y1"": 96, ""x2"": 751, ""y2"": 324}"
76250,happy,0.5668,"{""x1"": 489, ""y1"": 221, ""x2"": 571, ""y2"": 526}"
76251,neutral,0.6716,"{""x1"": 560, ""y1"": 78, ""x2"": 715, ""y2"": 355}"
76252,neutral,0.9172,"{""x1"": 749, ""y1"": 135, ""x2"": 909, ""y2"": 326}"
76253,sad,0.7563,"{""x1"": 102, ""y1"": 310, ""x2"": 219, ""y2"": 554}"
76254,neutral,0.9255,"{""x1"": 551, ""y1"": 229, ""x2"": 731, ""y2"": 578}"
76255,angry,0.636,"{""x1"": 394, ""y1"": 354, ""x2"": 572, ""y2"": 536}"
76256,disgust,0.8948,"{""x1"": 680, ""y1"": 203, ""x2"": 808, ""y2"": 594}"
76257,neutral,0.7966,"{""x1"": 557, ""y1"": 116, ""x2"": 685, ""y2"": 319}"
76258,neutral,0.9841,"{""x1"": 668, ""y1"": 359, ""x2"": 760, ""y2"": 661}"
76259,happy,0.8492,"{""x1"": 332, ""y1"": 182, ""x2"": 393, ""y2"": 468}"
76260,happy,0.8492,"{""x1"": 198, ""y1"": 77, ""x2"": 296, ""y2"": 287}"
76261,neutral,0.6254,"{""x1"": 118, ""y1"": 131, ""x2"": 198, ""y2"": 488}"
76262,happy,0.7127,"{""x1"": 565, ""y1"": 475, ""x2"": 743, ""y2"": 851}"
76263,neutral,0.8007,"{""x1"": 432, ""y1"": 465, ""x2"": 568, ""y2"": 644}"
76264,happy,0.5811,"{""x1"": 298, ""y1"": 358, ""x2"": 412, ""y2"": 638}"
76265,neutral,0.7555,"{""x1"": 622, ""y1"": 65, ""x2"": 684, ""y2"": 374}"
76266,neutral,0.559,"{""x1"": 293, ""y1"": 264, ""x2"": 383, ""y2"": 642}"
76267,angry,0.7293,"{""x1"": 172, ""y1"": 348, ""x2"": 259, ""y2"": 604}"
76268,neutral,0.8556,"{""x1"": 659, ""y1"": 421, ""x2"": 769, ""y2"": 790}"
76269,neutral,0.7966,"{""x1"": 780, ""y1"": 228, ""x2"": 887, ""y2"": 423}"
76270,angry,0.7783,"{""x1"": 557, ""y1"": 100, ""x2"": 632, ""y2"": 294}"
76271,neutral,0.7578,"{""x1"": 51, ""y1"": 307, ""x2"": 201, ""y2"": 567}"
76272,neutral,0.6543,"{""x1"": 768, ""y1"": 313, ""x2"": 925, ""y2"": 532}"
76273,neutral,0.5665,"{""x1"": 215, ""y1"": 57, ""x2"": 393, ""y2"": 356}"
76274,neutral,0.8888,"{""x1"": 699, ""y1"": 333, ""x2"": 810, ""y2"": 679}"
76275,happy,0.7099,"{""x1"": 457, ""y1"": 413, ""x2"": 530, ""y2"": 667}"
76276,neutral,0.8298,"{""x1"": 308, ""y1"": 291, ""x2"": 418, ""y2"": 672}"
76277,neutral,0.74,"{""x1"": 789, ""y1"": 112, ""x2"": 929, ""y2"": 322}"
76278,neutral,0.735,"{""x1"": 155, ""y1"": 408, ""x2"": 290, ""y2"": 770}"
76279,happy,0.8196,"{""x1"": 291, ""y1"": 355, ""x2"": 376, ""y2"": 659}"
76280,neutral,0.9086,"{""x1"": 543, ""y1"": 417, ""x2"": 664, ""y2"": 753}"
76281,happy,0.7803,"{""x1"": 753, ""y1"": 439, ""x2"": 845, ""y2"": 782}"
76282,sad,0.866,"{""x1"": 659, ""y1"": 290, ""x2"": 721, ""y2"": 595}"
76283,happy,0.6722,"{""x1"": 102, ""y1"": 332, ""x2"": 174, ""y2"": 657}"
76284,neutral,0.5901,"{""x1"": 255, ""y1"": 85, ""x2"": 346, ""y2"": 289}"
76285,neutral,0.6637,"{""x1"": 451, ""y1"": 103, ""x2"": 603, ""y2"": 446}"
76286,neutral,0.9791,"{""x1"": 610, ""y1"": 424, ""x2"": 782, ""y2"": 731}"
76287,neutral,0.6065,"{""x1"": 621, ""y1"": 245, ""x2"": 774, ""y2"": 584}"
76288,sad,0.5665,"{""x1"": 500, ""y1"": 478, ""x2"": 608, ""y2"": 725}"
76289,neutral,0.6295,"{""x1"": 172, ""y1"": 242, ""x2"": 304, ""y2"": 522}"
76290,happy,0.6932,"{""x1"": 554, ""y1"": 460, ""x2"": 696, ""y2"": 635}"
76291,sad,0.5782,"{""x1"": 259, ""y1"": 56, ""x2"": 419, ""y2"": 284}"
76292,happy,0.8134,"{""x1"": 276, ""y1"": 144, ""x2"": 355, ""y2"": 320}"
76293,neutral,0.8767,"{""x1"": 447, ""y1"": 157, ""x2"": 509, ""y2"": 365}"
76294,neutral,0.9841,"{""x1"": 516, ""y1"": 471, ""x2"": 663, ""y2"": 649}"
76295,happy,0.9791,"{""x1"": 488, ""y1"": 444, ""x2"": 590, ""y2"": 803}"
76296,happy,0.892,"{""x1"": 754, ""y1"": 83, ""x2"": 890, ""y2"": 352}"
76297,surprise,0.893,"{""x1"": 235, ""y1"": 185, ""x2"": 355, ""y2"": 430}"
76298,neutral,0.8987,"{""x1"": 407, ""y1"": 51, ""x2"": 551, ""y2"": 220}"
76299,sad,0.6056,"{""x1"": 386, ""y1"": 175, ""x2"": 515, ""y2"": 527}"
76300,happy,0.5871,"{""x1"": 717, ""y1"": 351, ""x2"": 800, ""y2"": 653}"
76301,sad,0.5561,"{""x1"": 267, ""y1"": 314, ""x2"": 392, ""y2"": 696}"
76302,neutral,0.842,"{""x1"": 740, ""y1"": 469, ""x2"": 801, ""y2"": 626}"
76303,surprise,0.9685,"{""x1"": 338, ""y1"": 246, ""x2"": 455, ""y2"": 447}"
76304,happy,0.5534,"{""x1"": 618, ""y1"": 95, ""x2"": 758, ""y2"": 445}"
76305,sad,0.9529,"{""x1"": 555, ""y1"": 477, ""x2"": 708, ""y2"": 818}"
76306,neutral,0.7572,"{""x1"": 126, ""y1"": 413, ""x2"": 243, ""y2"": 734}"
76307,happy,0.7441,"{""x1"": 490, ""y1"": 417, ""x2"": 602, ""y2"": 613}"
76308,disgust,0.8278,"{""x1"": 107, ""y1"": 277, ""x2"": 201, ""y2"": 602}"
76309,fear,0.8713,"{""x1"": 712, ""y1"": 430, ""x2"": 833, ""y2"": 650}"
76310,neutral,0.5619,"{""x1"": 433, ""y1"": 297, ""x2"": 509, ""y2"": 461}"
76311,neutral,0.729,"{""x1"": 105, ""y1"": 376, ""x2"": 193, ""y2"": 727}"
76312,sad,0.6736,"{""x1"": 119, ""y1"": 414, ""x2"": 270, ""y2"": 696}"
76313,sad,0.6983,"{""x1"": 718, ""y1"": 242, ""x2"": 898, ""y2"": 540}"
76314,neutral,0.891,"{""x1"": 696, ""y1"": 133, ""x2"": 806, ""y2"": 389}"
76315,neutral,0.6033,"{""x1"": 56, ""y1"": 157, ""x2"": 130, ""y2"": 496}"
76316,neutral,0.9644,"{""x1"": 657, ""y1"": 118, ""x2"": 773, ""y2"": 381}"
76317,neutral,0.7005,"{""x1"": 289, ""y1"": 459, ""x2"": 463, ""y2"": 680}"
76318,neutral,0.7945,"{""x1"": 643, ""y1"": 300, ""x2"": 786, ""y2"": 645}"
76319,angry,0.8698,"{""x1"": 651, ""y1"": 470, ""x2"": 831, ""y2"": 735}"
76320,neutral,0.8806,"{""x1"": 609, ""y1"": 275, ""x2"": 684, ""y2"": 425}"
76321,neutral,0.9588,"{""x1"": 423, ""y1"": 293, ""x2"": 575, ""y2"": 445}"
76322,neutral,0.9302,"{""x1"": 132, ""y1"": 357, ""x2"": 258, ""y2"": 558}"
76323,neutral,0.6642,"{""x1"": 271, ""y1"": 124, ""x2"": 354, ""y2"": 438}"
76324,happy,0.9855,"{""x1"": 138, ""y1"": 429, ""x2"": 227, ""y2"": 690}"
76325,neutral,0.7348,"{""x1"": 253, ""y1"": 477, ""x2"": 380, ""y2"": 696}"
76326,happy,0.8193,"{""x1"": 509, ""y1"": 455, ""x2"": 584, ""y2"": 790}"
76327,fear,0.726,"{""x1"": 281, ""y1"": 500, ""x2"": 385, ""y2"": 672}"
76328,disgust,0.6125,"{""x1"": 157, ""y1"": 173, ""x2"": 297, ""y2"": 520}"
76329,neutral,0.9543,"{""x1"": 304, ""y1"": 389, ""x2"": 383, ""y2"": 673}"
76330,happy,0.8067,"{""x1"": 77, ""y1"": 199, ""x2"": 163, ""y2"": 531}"
76331,sad,0.86,"{""x1"": 621, ""y1"": 415, ""x2"": 733, ""y2"": 730}"
76332,neutral,0.573,"{""x1"": 637, ""y1"": 288, ""x2"": 781, ""y2"": 518}"
76333,neutral,0.8458,"{""x1"": 634, ""y1"": 148, ""x2"": 733, ""y2"": 398}"
76334,neutral,0.7355,"{""x1"": 144, ""y1"": 65, ""x2"": 310, ""y2"": 424}"
76335,neutral,0.9162,"{""x1"": 305, ""y1"": 328, ""x2"": 482, ""y2"": 553}"
76336,neutral,0.8088,"{""x1"": 464, ""y1"": 355, ""x2"": 626, ""y2"": 725}"
76337,sad,0.8078,"{""x1"": 784, ""y1"": 225, ""x2"": 927, ""y2"": 452}"
76338,neutral,0.9551,"{""x1"": 520, ""y1"": 189, ""x2"": 610, ""y2"": 371}"
76339,sad,0.6546,"{""x1"": 365, ""y1"": 457, ""x2"": 440, ""y2"": 738}"
76340,neutral,0.6664,"{""x1"": 286, ""y1"": 192, ""x2"": 370, ""y2"": 342}"
76341,neutral,0.794,"{""x1"": 217, ""y1"": 161, ""x2"": 380, ""y2"": 384}"
76342,happy,0.7483,"{""x1"": 63, ""y1"": 191, ""x2"": 200, ""y2"": 503}"
76343,neutral,0.7352,"{""x1"": 756, ""y1"": 129, ""x2"": 889, ""y2"": 322}"
76344,neutral,0.7399,"{""x1"": 99, ""y1"": 406, ""x2"": 224, ""y2"": 784}"
76345,neutral,0.9267,"{""x1"": 409, ""y1"": 113, ""x2"": 572, ""y2"": 370}"
76346,happy,0.7959,"{""x1"": 678, ""y1"": 312, ""x2"": 857, ""y2"": 568}"
76347,happy,0.958,"{""x1"": 673, ""y1"": 307, ""x2"": 733, ""y2"": 529}"
76348,neutral,0.6856,"{""x1"": 88, ""y1"": 336, ""x2"": 225, ""y2"": 491}"
76349,happy,0.6735,"{""x1"": 374, ""y1"": 132, ""x2"": 528, ""y2"": 339}"
76350,neutral,0.6814,"{""x1"": 787, ""y1"": 179, ""x2"": 953, ""y2"": 421}"
76351,happy,0.7183,"{""x1"": 661, ""y1"": 57, ""x2"": 818, ""y2"": 338}"
76352,neutral,0.7329,"{""x1"": 595, ""y1"": 373, ""x2"": 666, ""y2"": 610}"
76353,sad,0.8509,"{""x1"": 177, ""y1"": 466, ""x2"": 305, ""y2"": 669}"
76354,sad,0.9496,"{""x1"": 787, ""y1"": 142, ""x2"": 873, ""y2"": 404}"
76355,neutral,0.7618,"{""x1"": 665, ""y1"": 301, ""x2"": 726, ""y2"": 515}"
76356,neutral,0.7083,"{""x1"": 694, ""y1"": 484, ""x2"": 834, ""y2"": 672}"
76357,neutral,0.9428,"{""x1"": 423, ""y1"": 198, ""x2"": 590, ""y2"": 404}"
76358,sad,0.6581,"{""x1"": 635, ""y1"": 285, ""x2"": 750, ""y2"": 626}"
76359,sad,0.9678,"{""x1"": 690, ""y1"": 375, ""x2"": 767, ""y2"": 633}"
76360,neutral,0.5854,"{""x1"": 397, ""y1"": 105, ""x2"": 491, ""y2"": 400}"
76361,neutral,0.7958,"{""x1"": 253, ""y1"": 423, ""x2"": 375, ""y2"": 799}"
76362,neutral,0.7041,"{""x1"": 602, ""y1"": 453, ""x2"": 706, ""y2"": 656}"
76363,sad,0.6639,"{""x1"": 575, ""y1"": 303, ""x2"": 655, ""y2"": 618}"
76364,neutral,0.9768,"{""x1"": 396, ""y1"": 156, ""x2"": 498, ""y2"": 536}"
76365,neutral,0.7531,"{""x1"": 711, ""y1"": 166, ""x2"": 872, ""y2"": 471}"
76366,happy,0.9433,"{""x1"": 304, ""y1"": 387, ""x2"": 445, ""y2"": 632}"
76367,happy,0.8344,"{""x1"": 452, ""y1"": 62, ""x2"": 524, ""y2"": 446}"
76368,happy,0.5518,"{""x1"": 608, ""y1"": 198, ""x2"": 770, ""y2"": 458}"
76369,neutral,0.7974,"{""x1"": 539, ""y1"": 396, ""x2"": 713, ""y2"": 616}"
76370,neutral,0.815,"{""x1"": 624, ""y1"": 270, ""x2"": 762, ""y2"": 442}"
76371,neutral,0.6761,"{""x1"": 537, ""y1"": 150, ""x2"": 597, ""y2"": 327}"
76372,sad,0.7492,"{""x1"": 435, ""y1"": 100, ""x2"": 550, ""y2"": 289}"
76373,neutral,0.9198,"{""x1"": 395, ""y1"": 496, ""x2"": 470, ""y2"": 767}"
76374,happy,0.7087,"{""x1"": 599, ""y1"": 271, ""x2"": 752, ""y2"": 447}"
76375,neutral,0.6297,"{""x1"": 697, ""y1"": 266, ""x2"": 836, ""y2"": 582}"
76376,neutral,0.828,"{""x1"": 79, ""y1"": 170, ""x2"": 223, ""y2"": 463}"
76377,angry,0.5698,"{""x1"": 797, ""y1"": 280, ""x2"": 883, ""y2"": 678}"
76378,happy,0.7344,"{""x1"": 799, ""y1"": 311, ""x2"": 974, ""y2"": 550}"
76379,neutral,0.926,"{""x1"": 502, ""y1"": 292, ""x2"": 592, ""y2"": 660}"
76380,neutral,0.9377,"{""x1"": 94, ""y1"": 222, ""x2"": 180, ""y2"": 507}"
76381,neutral,0.9603,"{""x1"": 663, ""y1"": 218, ""x2"": 730, ""y2"": 438}"
76382,neutral,0.8613,"{""x1"": 494, ""y1"": 443, ""x2"": 638, ""y2"": 824}"
76383,happy,0.5965,"{""x1"": 430, ""y1"": 225, ""x2"": 497, ""y2"": 482}"
76384,neutral,0.9004,"{""x1"": 616, ""y1"": 73, ""x2"": 688, ""y2"": 340}"
76385,neutral,0.7221,"{""x1"": 560, ""y1"": 135, ""x2"": 649, ""y2"": 515}"
76386,happy,0.9237,"{""x1"": 673, ""y1"": 498, ""x2"": 738, ""y2"": 820}"
76387,neutral,0.7683,"{""x1"": 394, ""y1"": 442, ""x2"": 504, ""y2"": 618}"
76388,neutral,0.8543,"{""x1"": 474, ""y1"": 143, ""x2"": 601, ""y2"": 347}"
76389,neutral,0.5513,"{""x1"": 126, ""y1"": 302, ""x2"": 282, ""y2"": 575}"
76390,neutral,0.6615,"{""x1"": 640, ""y1"": 161, ""x2"": 750, ""y2"": 415}"
76391,neutral,0.782,"{""x1"": 631, ""y1"": 126, ""x2"": 747, ""y2"": 407}"
76392,surprise,0.7815,"{""x1"": 110, ""y1"": 284, ""x2"": 209, ""y2"": 589}"
76393,happy,0.7426,"{""x1"": 725, ""y1"": 306, ""x2"": 803, ""y2"": 662}"
76394,neutral,0.9174,"{""x1"": 206, ""y1"": 298, ""x2"": 289, ""y2"": 549}"
76395,neutral,0.8166,"{""x1"": 211, ""y1"": 410, ""x2"": 276, ""y2"": 788}"
76396,neutral,0.8872,"{""x1"": 296, ""y1"": 248, ""x2"": 461, ""y2"": 621}"
76397,neutral,0.5632,"{""x1"": 663, ""y1"": 347, ""x2"": 757, ""y2"": 735}"
76398,neutral,0.9362,"{""x1"": 118, ""y1"": 491, ""x2"": 235, ""y2"": 693}"
76399,happy,0.9774,"{""x1"": 246, ""y1"": 125, ""x2"": 353, ""y2"": 310}"
76400,angry,0.965,"{""x1"": 592, ""y1"": 162, ""x2"": 713, ""y2"": 401}"
76401,neutral,0.8224,"{""x1"": 107, ""y1"": 492, ""x2"": 228, ""y2"": 873}"
76402,happy,0.8489,"{""x1"": 324, ""y1"": 235, ""x2"": 403, ""y2"": 455}"
76403,happy,0.6981,"{""x1"": 551, ""y1"": 218, ""x2"": 637, ""y2"": 545}"
76404,neutral,0.7885,"{""x1"": 250, ""y1"": 489, ""x2"": 374, ""y2"": 875}"
76405,sad,0.7954,"{""x1"": 414, ""y1"": 430, ""x2"": 506, ""y2"": 667}"
76406,happy,0.5679,"{""x1"": 631, ""y1"": 315, ""x2"": 700, ""y2"": 698}"
76407,neutral,0.7475,"{""x1"": 597, ""y1"": 483, ""x2"": 703, ""y2"": 864}"
76408,sad,0.7437,"{""x1"": 646, ""y1"": 52, ""x2"": 715, ""y2"": 433}"
76409,happy,0.5521,"{""x1"": 66, ""y1"": 167, ""x2"": 217, ""y2"": 418}"
76410,neutral,0.5573,"{""x1"": 543, ""y1"": 241, ""x2"": 713, ""y2"": 556}"
76411,neutral,0.8881,"{""x1"": 280, ""y1"": 375, ""x2"": 391, ""y2"": 589}"
76412,sad,0.907,"{""x1"": 52, ""y1"": 374, ""x2"": 184, ""y2"": 633}"
76413,angry,0.5638,"{""x1"": 146, ""y1"": 235, ""x2"": 235, ""y2"": 629}"
76414,happy,0.83,"{""x1"": 592, ""y1"": 372, ""x2"": 730, ""y2"": 689}"
76415,neutral,0.7406,"{""x1"": 375, ""y1"": 172, ""x2"": 437, ""y2"": 548}"
76416,neutral,0.6158,"{""x1"": 661, ""y1"": 339, ""x2"": 745, ""y2"": 721}"
76417,happy,0.8879,"{""x1"": 540, ""y1"": 471, ""x2"": 678, ""y2"": 864}"
76418,disgust,0.9375,"{""x1"": 54, ""y1"": 301, ""x2"": 226, ""y2"": 570}"
76419,neutral,0.8024,"{""x1"": 614, ""y1"": 446, ""x2"": 717, ""y2"": 603}"
76420,sad,0.8322,"{""x1"": 518, ""y1"": 326, ""x2"": 610, ""y2"": 501}"
76421,neutral,0.979,"{""x1"": 652, ""y1"": 374, ""x2"": 769, ""y2"": 767}"
76422,happy,0.6319,"{""x1"": 185, ""y1"": 98, ""x2"": 339, ""y2"": 280}"
76423,neutral,0.868,"{""x1"": 181, ""y1"": 316, ""x2"": 355, ""y2"": 482}"
76424,happy,0.9199,"{""x1"": 700, ""y1"": 464, ""x2"": 863, ""y2"": 614}"
76425,neutral,0.9332,"{""x1"": 764, ""y1"": 187, ""x2"": 910, ""y2"": 347}"
76426,neutral,0.8799,"{""x1"": 782, ""y1"": 210, ""x2"": 899, ""y2"": 405}"
76427,neutral,0.9441,"{""x1"": 619, ""y1"": 461, ""x2"": 690, ""y2"": 655}"
76428,happy,0.9777,"{""x1"": 415, ""y1"": 66, ""x2"": 491, ""y2"": 224}"
76429,neutral,0.7756,"{""x1"": 290, ""y1"": 423, ""x2"": 454, ""y2"": 605}"
76430,neutral,0.8613,"{""x1"": 649, ""y1"": 177, ""x2"": 803, ""y2"": 407}"
76431,sad,0.8699,"{""x1"": 349, ""y1"": 489, ""x2"": 496, ""y2"": 857}"
76432,neutral,0.9387,"{""x1"": 517, ""y1"": 304, ""x2"": 687, ""y2"": 621}"
76433,happy,0.8359,"{""x1"": 680, ""y1"": 254, ""x2"": 781, ""y2"": 476}"
76434,happy,0.6909,"{""x1"": 101, ""y1"": 393, ""x2"": 272, ""y2"": 645}"
76435,neutral,0.7152,"{""x1"": 198, ""y1"": 289, ""x2"": 316, ""y2"": 496}"
